OptimumG Tutorial Tire Data,,,,,,,
i,SA,SR,IA,Fy,Fz,MZ,V
13184,5.268,-0.022,1.018,-2279.636719,-2635.919,11.14533806,26.777
13185,5.298,-0.022,1.028,-2262.635742,-2614.239,10.77639294,26.749
13186,5.338,-0.022,1.018,-2256.993164,-2605.359,10.43654442,26.749
13187,5.378,-0.021,1.028,-2268.071289,-2613.199,10.40541172,26.749
13188,5.428,-0.021,1.028,-2293.668457,-2641.84,10.37498474,26.749
13189,5.458,-0.021,1.028,-2312.666992,-2663.439,10.39470863,26.722
13190,5.498,-0.021,1.028,-2321.779053,-2672.959,10.24063301,26.722
13191,5.538,-0.021,1.028,-2311.719971,-2659.759,9.882323265,26.722
13192,5.588,-0.021,1.018,-2289.130371,-2631.359,9.322993279,26.722
13193,5.628,-0.021,1.028,-2271.433594,-2609.759,8.933397293,26.722
13194,5.668,-0.018,1.018,-2271.989014,-2599.6,8.866634369,26.694
13195,5.708,-0.018,1.018,-2286.692627,-2616.399,8.777815819,26.694
13196,5.758,-0.018,1.018,-2313.276367,-2647.199,8.742670059,26.694
13197,5.788,-0.018,1.028,-2329.302246,-2666.08,8.741566658,26.694
13198,5.828,-0.021,1.028,-2324.588623,-2670,8.285176277,26.722
13199,5.878,-0.021,1.028,-2309.88623,-2652.399,7.872560501,26.722
13200,5.908,-0.022,1.028,-2289.510986,-2632,7.472973824,26.722
13201,5.948,-0.022,1.028,-2277.492676,-2617.84,7.161135674,26.749
13202,5.988,-0.023,1.038,-2278.964844,-2623.759,6.923230648,26.749
13203,6.028,-0.023,1.018,-2295.382568,-2642.8,6.806486607,26.749
13204,6.068,-0.022,1.028,-2315.974609,-2663.679,6.837111473,26.749
13205,6.108,-0.023,1.028,-2319.015869,-2671.439,6.59155941,26.722
13206,6.158,-0.023,1.028,-2310.403809,-2661.84,6.271272182,26.722
13207,6.188,-0.022,1.028,-2295.580322,-2641.04,6.071063995,26.722
13208,6.228,-0.022,1.028,-2281.422363,-2625.04,5.775073528,26.694
13209,6.268,-0.022,1.028,-2280.754395,-2624.959,5.576985836,26.694
13210,6.308,-0.022,1.028,-2291.890625,-2638.8,5.45839262,26.694
13211,6.338,-0.021,1.018,-2313.18457,-2660.719,5.48790741,26.694
13212,6.378,-0.022,1.018,-2325.628418,-2679.679,5.321825504,26.694
13213,6.428,-0.022,1.028,-2321.799805,-2676.639,5.074114799,26.694
13214,6.468,-0.022,1.018,-2305.191162,-2658,4.767214298,26.694
13215,6.498,-0.022,1.028,-2287.498291,-2638.319,4.542423725,26.666
13216,6.538,-0.021,1.028,-2276.776123,-2623.6,4.348801613,26.666
13217,6.578,-0.022,1.028,-2279.974854,-2631.919,4.141178131,26.666
13218,6.618,-0.022,1.028,-2301.387695,-2658.319,4.077744961,26.694
13219,6.658,-0.022,1.028,-2325.131348,-2687.519,4.023732185,26.694
13220,6.668,-0.023,1.028,-2335.111816,-2703.119,3.980870247,26.722
13221,6.738,-0.023,1.028,-2324.106934,-2692.719,3.611929178,26.722
13222,6.788,-0.024,1.028,-2299.873047,-2669.84,3.231440306,26.722
13223,6.828,-0.024,1.018,-2281.974609,-2650.159,2.969143152,26.722
13224,6.868,-0.024,1.028,-2272.535645,-2640.879,2.77981782,26.722
13225,6.908,-0.023,1.018,-2286.677979,-2655.359,2.705572367,26.722
13226,6.948,-0.023,1.018,-2310.409912,-2684.959,2.63718152,26.722
13227,6.998,-0.023,1.028,-2328.206055,-2708.319,2.515250206,26.694
13228,7.048,-0.023,1.028,-2327.533936,-2709.84,2.305631876,26.694
13229,7.078,-0.023,1.028,-2314.829346,-2696.319,2.136566401,26.694
13230,7.118,-0.023,1.028,-2295.375977,-2675.359,1.90910697,26.666
13231,7.148,-0.023,1.018,-2281.38623,-2660.159,1.732100129,26.666
13232,7.178,-0.023,1.028,-2282.740967,-2663.439,1.634629726,26.666
13233,7.228,-0.023,1.028,-2297.103271,-2682.879,1.486394405,26.666
13234,7.268,-0.022,1.028,-2319.215088,-2707.759,1.438659906,26.666
13235,7.308,-0.022,1.018,-2324.575684,-2716,1.284940243,26.666
13236,7.348,-0.022,1.028,-2314.880127,-2706.959,1.117411971,26.666
13237,7.378,-0.023,1.028,-2293.487793,-2686.559,0.909325242,26.666
13238,7.428,-0.023,1.018,-2272.624023,-2664.479,0.663965344,26.666
13239,7.468,-0.023,1.028,-2268.406006,-2661.919,0.524062157,26.694
13240,7.508,-0.024,1.038,-2275.045654,-2675.519,0.369650632,26.694
13241,7.538,-0.024,1.018,-2295.841064,-2701.439,0.278214484,26.694
13242,7.578,-0.024,1.018,-2310.712158,-2721.359,0.162571669,26.694
13243,7.628,-0.024,1.018,-2306.270264,-2719.04,-0.024183065,26.722
13244,7.668,-0.024,1.028,-2291.878662,-2704.559,-0.175756782,26.694
13245,7.708,-0.024,1.028,-2266.537842,-2676.879,-0.349125534,26.694
13246,7.738,-0.024,1.028,-2251.61792,-2660.959,-0.468356818,26.694
13247,7.778,-0.024,1.018,-2250.554443,-2661.919,-0.613015354,26.694
13248,7.828,-0.023,1.008,-2266.536865,-2680.639,-0.737803876,26.694
13249,7.858,-0.023,1.018,-2291.378662,-2712.239,-0.801736474,26.666
13250,7.898,-0.023,1.018,-2301.417969,-2726.719,-0.926792383,26.666
13251,7.958,-0.023,1.028,-2296.329346,-2724.719,-1.119687557,26.666
13252,7.988,-0.023,1.018,-2274.191406,-2700.08,-1.243016481,26.666
13253,8.028,-0.023,1.028,-2252.281006,-2676.719,-1.369936943,26.666
13254,8.068,-0.023,1.028,-2237.052979,-2661.119,-1.499290228,26.666
13255,8.108,-0.022,1.028,-2244.350098,-2669.6,-1.590265632,26.638
13256,8.148,-0.023,1.028,-2260.045654,-2693.84,-1.742416859,26.638
13257,8.188,-0.023,1.028,-2279.612549,-2719.919,-1.865868449,26.638
13258,8.228,-0.023,1.018,-2286.211914,-2730.319,-2.001576424,26.666
13259,8.268,-0.024,1.028,-2271.622559,-2718.719,-2.144146681,26.666
13260,8.318,-0.024,1.008,-2249.345215,-2694.959,-2.306938171,26.694
13261,8.348,-0.025,1.018,-2225.251709,-2671.28,-2.403337717,26.694
13262,8.388,-0.025,1.028,-2220.692627,-2668.639,-2.505171299,26.694
13263,8.438,-0.025,1.028,-2224.347168,-2676.399,-2.64996624,26.694
13264,8.468,-0.025,1.028,-2244.678467,-2702.959,-2.752676964,26.694
13265,8.518,-0.025,1.018,-2257.042236,-2721.119,-2.91719532,26.694
13266,8.558,-0.024,1.028,-2255.976807,-2719.759,-2.990662336,26.694
13267,8.588,-0.024,1.018,-2240.438232,-2702.879,-3.068006754,26.694
13268,8.628,-0.024,1.018,-2218.572754,-2679.199,-3.152019739,26.666
13269,8.678,-0.024,1.028,-2206.459473,-2668.159,-3.261816502,26.666
13270,8.718,-0.023,1.018,-2207.523682,-2669.28,-3.35230422,26.666
13271,8.748,-0.023,1.018,-2226.83374,-2694.8,-3.462097883,26.666
13272,8.788,-0.023,1.028,-2242.278076,-2716.559,-3.585817099,26.666
13273,8.828,-0.023,1.018,-2249.633789,-2728.159,-3.715718746,26.638
13274,8.868,-0.023,1.018,-2239.115234,-2718.239,-3.805201769,26.638
13275,8.908,-0.023,1.018,-2211.334473,-2687.28,-3.858522177,26.638
13276,8.948,-0.023,1.028,-2194.883057,-2670.239,-3.919889688,26.638
13277,8.988,-0.023,1.018,-2187.531738,-2663.919,-4.013627529,26.638
13278,9.028,-0.023,1.028,-2194.563232,-2675.519,-4.121024132,26.666
13279,9.068,-0.024,1.028,-2216.821777,-2708.239,-4.297629356,26.666
13280,9.108,-0.024,1.028,-2231.923584,-2729.6,-4.435032368,26.666
13281,9.148,-0.025,1.028,-2228.268799,-2730.8,-4.553994656,26.694
13282,9.198,-0.025,1.028,-2210.420166,-2712.479,-4.632559299,26.694
13283,9.238,-0.025,1.028,-2187.473389,-2687.119,-4.667742252,26.694
13284,9.278,-0.025,1.018,-2169.65625,-2667.84,-4.72010231,26.694
13285,9.318,-0.025,1.028,-2169.232422,-2670.319,-4.804753304,26.694
13286,9.358,-0.025,1.018,-2186.071289,-2693.759,-4.95612669,26.694
13287,9.408,-0.024,1.028,-2207.026123,-2720.719,-5.106503963,26.694
13288,9.448,-0.024,1.008,-2217.347656,-2736,-5.24922657,26.666
13289,9.488,-0.024,1.018,-2211.986084,-2732.479,-5.319436073,26.666
13290,9.528,-0.024,1.028,-2192.811523,-2711.84,-5.342110634,26.666
13291,9.558,-0.023,1.008,-2173.777344,-2687.6,-5.338487625,26.638
13292,9.598,-0.024,1.028,-2159.271484,-2675.28,-5.385290146,26.666
13293,9.628,-0.023,1.018,-2167.37085,-2684.879,-5.465969086,26.638
13294,9.658,-0.023,1.018,-2185.077637,-2709.04,-5.596402168,26.638
13295,9.688,-0.023,1.028,-2202.29126,-2732.8,-5.719569206,26.638
13296,9.708,-0.023,1.028,-2204.906738,-2737.519,-5.774664402,26.638
13297,9.728,-0.023,1.028,-2191.31665,-2722.08,-5.769343853,26.638
13298,9.718,-0.024,1.018,-2171.593018,-2699.04,-5.701823711,26.638
13299,9.748,-0.025,1.028,-2151.383301,-2678.719,-5.705395222,26.666
13300,10.018,-0.025,1.028,-2136.119385,-2678.8,-6.206765175,26.666
13301,10.018,-0.026,1.028,-2150.230225,-2699.119,-6.289955616,26.666
13302,10.008,-0.026,1.018,-2169.8479,-2722.879,-6.361451149,26.694
13303,9.998,-0.026,1.028,-2184.799805,-2741.119,-6.398899078,26.694
13304,9.978,-0.026,1.018,-2184.888916,-2739.6,-6.363231182,26.694
13305,9.968,-0.026,1.028,-2164.596436,-2713.6,-6.24835825,26.694
13306,9.948,-0.026,1.028,-2147.502686,-2690.719,-6.133668423,26.694
13307,9.928,-0.026,1.018,-2138.060303,-2677.28,-6.058806419,26.694
13308,9.908,-0.026,1.038,-2144.586914,-2684.399,-6.031829834,26.666
13309,9.868,-0.026,1.018,-2163.61377,-2705.04,-6.039548874,26.666
13310,9.858,-0.025,1.028,-2186.885254,-2730.959,-6.083292961,26.666
13311,9.818,-0.025,1.028,-2197.472168,-2741.28,-6.037757874,26.638
13312,9.778,-0.025,1.028,-2194.095459,-2734.159,-5.93580389,26.638
13313,9.758,-0.025,1.028,-2174.153564,-2707.84,-5.814627647,26.638
13314,9.728,-0.025,1.028,-2156.053467,-2683.119,-5.680163383,26.638
13315,9.698,-0.025,1.028,-2149.808105,-2673.199,-5.591814518,26.638
13316,9.668,-0.025,1.018,-2165.735107,-2690.719,-5.592442036,26.638
13317,9.638,-0.025,1.028,-2187.26416,-2715.519,-5.597009182,26.638
13318,9.608,-0.025,1.018,-2208.356201,-2739.359,-5.611021042,26.666
13319,9.578,-0.026,1.038,-2210.605469,-2743.119,-5.559659481,26.666
13320,9.548,-0.026,1.028,-2200.383057,-2728.08,-5.462203979,26.694
13321,9.528,-0.026,1.028,-2181.547852,-2703.28,-5.351961136,26.694
13322,9.498,-0.027,1.018,-2165.582031,-2684.08,-5.262238979,26.694
13323,9.478,-0.027,1.018,-2168.523193,-2686.319,-5.227046013,26.694
13324,9.448,-0.027,1.018,-2184.372559,-2703.84,-5.210955143,26.694
13325,9.418,-0.027,1.028,-2205.725098,-2728.319,-5.202470303,26.694
13326,9.398,-0.026,1.018,-2221.559814,-2743.28,-5.18548727,26.694
13327,9.378,-0.026,1.028,-2215.772217,-2734.879,-5.111945152,26.694
13328,9.348,-0.026,1.018,-2201.400391,-2714.8,-5.004146099,26.694
13329,9.328,-0.026,1.018,-2181.547607,-2688.879,-4.897255421,26.694
13330,9.308,-0.026,1.028,-2176.975342,-2682,-4.829237461,26.666
13331,9.278,-0.025,1.028,-2187.89209,-2690.479,-4.764554024,26.666
13332,9.258,-0.025,1.028,-2207.834717,-2713.6,-4.772497654,26.666
13333,9.228,-0.025,1.018,-2226.266602,-2733.919,-4.757165432,26.666
13334,9.208,-0.024,1.028,-2235.667725,-2741.439,-4.698129654,26.666
13335,9.178,-0.025,1.028,-2221.816895,-2725.04,-4.612818241,26.666
13336,9.158,-0.024,1.028,-2203.335938,-2698.159,-4.489992619,26.666
13337,9.138,-0.025,1.028,-2185.686035,-2677.84,-4.421472549,26.666
13338,9.098,-0.025,1.028,-2187.398193,-2677.119,-4.328055382,26.666
13339,9.078,-0.025,1.018,-2201.034424,-2692.239,-4.319755554,26.666
13340,9.038,-0.026,1.028,-2221.947754,-2718.159,-4.287316322,26.694
13341,9.008,-0.026,1.028,-2239.381836,-2737.359,-4.249469757,26.694
13342,8.968,-0.026,1.008,-2237.175537,-2731.439,-4.157304764,26.722
13343,8.938,-0.026,1.028,-2220.787598,-2709.679,-4.027943134,26.722
13344,8.908,-0.027,1.028,-2198.363037,-2683.359,-3.933631897,26.722
13345,8.878,-0.026,1.018,-2189.497314,-2667.119,-3.819034338,26.722
13346,8.858,-0.026,1.028,-2196.912598,-2674.959,-3.774031878,26.722
13347,8.808,-0.026,1.028,-2220.504883,-2700.239,-3.687386751,26.722
13348,8.768,-0.025,1.008,-2242.554443,-2720.8,-3.605870724,26.694
13349,8.738,-0.025,1.018,-2253.889648,-2732.639,-3.532670259,26.694
13350,8.708,-0.025,1.028,-2248.151123,-2723.759,-3.432201385,26.694
13351,8.668,-0.025,1.028,-2233.036377,-2702.639,-3.30061698,26.694
13352,8.638,-0.025,1.028,-2212.503418,-2675.679,-3.190839529,26.666
13353,8.598,-0.025,1.028,-2212.518799,-2672.959,-3.082211733,26.666
13354,8.558,-0.025,1.018,-2227.359619,-2688,-2.998977661,26.666
13355,8.528,-0.024,1.028,-2251.871338,-2712.719,-2.900683403,26.666
13356,8.488,-0.024,1.018,-2272.435547,-2734.559,-2.813003778,26.666
13357,8.458,-0.024,1.028,-2279.710938,-2741.439,-2.720310211,26.666
13358,8.428,-0.025,1.028,-2260.672607,-2719.519,-2.649461746,26.666
13359,8.388,-0.025,1.018,-2243.359863,-2695.759,-2.530439138,26.694
13360,8.328,-0.026,1.028,-2231.667969,-2681.119,-2.371726513,26.694
13361,8.308,-0.026,1.028,-2235.025391,-2683.84,-2.315330029,26.722
13362,8.278,-0.026,1.028,-2252.633301,-2703.04,-2.234710693,26.722
13363,8.238,-0.026,1.008,-2276.26709,-2728.399,-2.141713381,26.722
13364,8.198,-0.026,1.018,-2293.713379,-2746.879,-2.010430813,26.722
13365,8.148,-0.026,1.028,-2290.358887,-2739.759,-1.842533112,26.722
13366,8.118,-0.026,1.028,-2274.43457,-2718.719,-1.749329925,26.722
13367,8.078,-0.026,1.028,-2255.348633,-2693.28,-1.627100825,26.722
13368,8.048,-0.026,1.028,-2244.915283,-2678.879,-1.536224008,26.722
13369,7.998,-0.025,1.028,-2257.850098,-2687.759,-1.340424418,26.694
13370,7.978,-0.025,1.028,-2278.00708,-2710.559,-1.266916513,26.694
13371,7.928,-0.025,1.028,-2303.338379,-2737.6,-1.086754441,26.694
13372,7.888,-0.025,1.028,-2309.758545,-2742.719,-0.94730556,26.694
13373,7.848,-0.025,1.028,-2299.705322,-2728.239,-0.821419835,26.694
13374,7.768,-0.025,1.018,-2284.040039,-2704.479,-0.579401672,26.694
13375,7.768,-0.024,1.028,-2269.954102,-2684.559,-0.546724141,26.694
13376,7.728,-0.024,1.028,-2269.568848,-2681.679,-0.412709594,26.694
13377,7.678,-0.024,1.018,-2284.596191,-2696.319,-0.233372375,26.694
13378,7.648,-0.024,1.018,-2307.494141,-2721.679,-0.093132243,26.694
13379,7.608,-0.025,1.028,-2317.318604,-2734.639,0.038431808,26.694
13380,7.568,-0.025,1.028,-2316.854736,-2731.759,0.181945905,26.722
13381,7.528,-0.026,1.028,-2296.022217,-2708.479,0.244578332,26.722
13382,7.488,-0.026,1.018,-2282.279785,-2689.759,0.348410904,26.749
13383,7.458,-0.026,1.028,-2274.993164,-2679.679,0.453116328,26.749
13384,7.408,-0.026,1.028,-2281.666992,-2684.879,0.646827579,26.749
13385,7.378,-0.025,1.018,-2303.287109,-2704.879,0.837553799,26.749
13386,7.338,-0.025,1.018,-2323.585449,-2726.719,1.039645314,26.749
13387,7.308,-0.025,1.028,-2328.948975,-2731.679,1.182817936,26.722
13388,7.258,-0.025,1.018,-2320.690186,-2719.119,1.339473009,26.722
13389,7.218,-0.025,1.018,-2304.509521,-2698,1.446765661,26.722
13390,7.198,-0.024,1.028,-2289.081787,-2675.359,1.535143852,26.722
13391,7.148,-0.025,1.028,-2287.035645,-2674.159,1.676979303,26.722
13392,7.108,-0.024,1.038,-2309.484863,-2695.199,1.966969967,26.722
13393,7.068,-0.024,1.028,-2333.498779,-2721.359,2.199473143,26.694
13394,7.028,-0.024,1.018,-2347.710938,-2736,2.404027462,26.694
13395,6.988,-0.024,1.018,-2351.705566,-2738.879,2.58839798,26.694
13396,6.938,-0.024,1.028,-2332.779785,-2714.639,2.738171101,26.694
13397,6.908,-0.024,1.018,-2314.049561,-2691.119,2.77180481,26.694
13398,6.868,-0.024,1.028,-2306.025879,-2680.239,2.920590878,26.694
13399,6.838,-0.024,1.018,-2313.980957,-2688.159,3.066717386,26.722
13400,6.788,-0.024,1.028,-2336.161133,-2712.479,3.399360895,26.722
13401,6.738,-0.025,1.018,-2352.755615,-2733.84,3.63233304,26.749
13402,6.708,-0.025,1.028,-2360.812988,-2742.479,3.824329853,26.749
13403,6.668,-0.025,1.028,-2351.779541,-2730.479,3.960477591,26.749
13404,6.628,-0.026,1.018,-2332.083496,-2710,3.966925621,26.749
13405,6.588,-0.025,1.018,-2317.010498,-2686.8,4.124511719,26.749
13406,6.538,-0.025,1.028,-2312.837891,-2680.639,4.344995975,26.749
13407,6.508,-0.025,1.018,-2329.934082,-2699.679,4.562802792,26.749
13408,6.468,-0.025,1.028,-2349.677002,-2722.08,4.884444714,26.749
13409,6.428,-0.024,1.018,-2367.035645,-2737.119,5.227934837,26.722
13410,6.398,-0.024,1.028,-2366.682373,-2736.239,5.392048359,26.722
13411,6.348,-0.024,1.018,-2351.417236,-2716.959,5.523451328,26.722
13412,6.318,-0.024,1.018,-2331.722412,-2693.199,5.542127132,26.722
13413,6.268,-0.023,1.008,-2323.969238,-2678.959,5.778084278,26.722
13414,6.228,-0.024,1.028,-2323.998535,-2682.8,5.954937935,26.722
13415,6.198,-0.023,1.018,-2348.930908,-2707.439,6.328189373,26.722
13416,6.158,-0.023,1.018,-2369.000488,-2730.559,6.688172817,26.722
13417,6.118,-0.023,1.018,-2379.393555,-2742.399,6.984188557,26.722
13418,6.078,-0.023,1.018,-2364.320068,-2724.319,7.08284235,26.722
13419,6.038,-0.024,1.028,-2339.556396,-2699.28,7.056166172,26.722
13420,6.008,-0.024,1.018,-2318.161621,-2673.679,7.027167797,26.749
13421,5.958,-0.024,1.008,-2312.872314,-2667.119,7.231746674,26.749
13422,5.918,-0.024,1.018,-2330.42627,-2688.159,7.61376524,26.777
13423,5.888,-0.024,1.028,-2353.227539,-2715.519,7.997520447,26.749
13424,5.848,-0.024,1.028,-2371.415283,-2737.359,8.389706612,26.777
13425,5.798,-0.025,1.028,-2367.646973,-2738,8.572194099,26.749
13426,5.768,-0.024,1.018,-2353.081787,-2716.239,8.668274879,26.749
13427,5.728,-0.024,1.028,-2331.007324,-2690.879,8.716356277,26.749
13428,5.688,-0.024,1.028,-2314.672852,-2672.159,8.794878006,26.749
13429,5.648,-0.024,1.028,-2320.584717,-2680,9.087073326,26.749
13430,5.598,-0.023,1.028,-2345.236572,-2706.159,9.713890076,26.749
13431,5.558,-0.023,1.028,-2364.062256,-2729.759,10.16297245,26.722
13432,5.518,-0.023,1.018,-2374.321289,-2743.04,10.5090847,26.749
13433,5.488,-0.023,1.028,-2368.986328,-2738,10.66959763,26.722
13434,5.438,-0.023,1.018,-2348.398193,-2714.959,10.74381542,26.722
13435,5.398,-0.023,1.028,-2327.04541,-2691.28,10.787323,26.722
13436,5.358,-0.023,1.028,-2322.75415,-2687.919,11.00009346,26.722
13437,5.318,-0.022,1.018,-2334.160156,-2698.959,11.45962429,26.722
13438,5.278,-0.023,1.028,-2347.275391,-2721.6,11.83070469,26.722
13439,5.228,-0.023,1.018,-2364.877441,-2745.6,12.37645245,26.749
13440,5.188,-0.024,1.028,-2360.055176,-2747.439,12.53244781,26.749
13441,5.148,-0.024,1.018,-2343.830566,-2730.159,12.58616829,26.777
13442,5.118,-0.024,1.028,-2322.185547,-2706.239,12.54609871,26.777
13443,5.078,-0.024,1.018,-2308.227783,-2691.919,12.62482834,26.777
13444,5.038,-0.024,1.018,-2311.442383,-2699.04,12.95474339,26.777
13445,4.998,-0.024,1.028,-2326.71875,-2721.519,13.48180866,26.777
13446,4.958,-0.024,1.028,-2343.906982,-2746.399,14.02579021,26.777
13447,4.908,-0.024,1.028,-2348.027344,-2756.479,14.47511959,26.777
13448,4.878,-0.023,1.018,-2341.302979,-2745.919,14.69429302,26.777
13449,4.838,-0.023,1.018,-2318.431152,-2721.84,14.67211914,26.749
13450,4.798,-0.023,1.028,-2299.846191,-2703.519,14.73817444,26.749
13451,4.758,-0.022,1.008,-2292.617188,-2693.759,14.99705887,26.749
13452,4.718,-0.023,1.028,-2298.564941,-2711.519,15.36349201,26.749
13453,4.678,-0.022,1.018,-2318.674316,-2736.8,16.10058975,26.749
13454,4.638,-0.022,1.018,-2328.865967,-2755.199,16.61476326,26.749
13455,4.598,-0.022,1.028,-2324.673828,-2756.08,16.92659569,26.749
13456,4.558,-0.022,1.028,-2305.924805,-2738.319,16.96188545,26.749
13457,4.508,-0.022,1.018,-2280.505859,-2713.439,16.93878555,26.749
13458,4.468,-0.022,1.018,-2266.136963,-2701.6,17.04455948,26.749
13459,4.428,-0.022,1.018,-2264.578369,-2706.399,17.37585449,26.749
13460,4.388,-0.023,1.028,-2271.052734,-2727.359,17.7643261,26.777
13461,4.348,-0.023,1.018,-2284.808105,-2752.479,18.35999298,26.777
13462,4.318,-0.024,1.028,-2283.24292,-2762.319,18.51260567,26.805
13463,4.278,-0.023,1.028,-2273.010498,-2751.6,18.84030533,26.805
13464,4.238,-0.023,1.028,-2248.817627,-2728.239,18.76455498,26.805
13465,4.198,-0.023,1.028,-2231.425781,-2714,18.81640816,26.777
13466,4.148,-0.023,1.028,-2219.68457,-2709.759,19.07438087,26.777
13467,4.108,-0.023,1.028,-2222.567627,-2723.119,19.52808952,26.777
13468,4.068,-0.023,1.018,-2234.447754,-2748.719,20.14554024,26.777
13469,4.028,-0.022,1.028,-2242.263184,-2764.8,20.90870667,26.777
13470,3.978,-0.022,1.018,-2231.768799,-2763.84,21.18981361,26.777
13471,3.948,-0.022,1.028,-2209.974121,-2742.879,21.07422829,26.777
13472,3.908,-0.022,1.028,-2187.255127,-2723.199,21.01079941,26.777
13473,3.868,-0.022,1.028,-2171.990967,-2714,21.10825729,26.749
13474,3.818,-0.022,1.018,-2165.427246,-2719.919,21.47704697,26.749
13475,3.788,-0.022,1.028,-2174.791748,-2743.199,22.06015205,26.749
13476,3.758,-0.021,1.028,-2190.691406,-2770.479,22.93777657,26.749
13477,3.718,-0.021,1.028,-2183.904297,-2774.879,23.25216293,26.749
13478,3.688,-0.022,1.028,-2166.351074,-2766,23.0245018,26.749
13479,3.648,-0.022,1.028,-2137.616699,-2739.359,22.80520439,26.777
13480,3.608,-0.022,1.018,-2111.653076,-2716.399,22.61519241,26.777
13481,3.568,-0.023,1.028,-2098.267578,-2718.639,22.62870026,26.805
13482,3.528,-0.023,1.028,-2097.74585,-2734,23.09147453,26.805
13483,3.488,-0.023,1.018,-2104.979736,-2761.199,23.72826004,26.805
13484,3.448,-0.023,1.028,-2105.036133,-2779.519,24.26602364,26.805
13485,3.398,-0.023,1.028,-2088.669678,-2777.759,24.4766407,26.805
13486,3.368,-0.023,1.018,-2065.554932,-2756.08,24.21704865,26.805
13487,3.328,-0.023,1.018,-2035.304321,-2728.8,23.92734528,26.805
13488,3.288,-0.023,1.018,-2013.558594,-2714.8,23.85817337,26.777
13489,3.248,-0.022,1.028,-2013.375488,-2729.199,24.58539963,26.777
13490,3.218,-0.022,1.028,-2018.425903,-2753.04,25.12425232,26.777
13491,3.178,-0.022,1.028,-2015.984741,-2771.199,25.60045815,26.777
13492,3.118,-0.022,1.018,-2000.674316,-2780.559,25.96075058,26.777
13493,3.088,-0.021,1.018,-1987.661011,-2771.199,26.19848061,26.777
13494,3.048,-0.021,1.018,-1959.899902,-2749.84,25.94537926,26.777
13495,3.008,-0.021,1.028,-1931.142822,-2727.519,25.6915493,26.777
13496,2.958,-0.021,1.018,-1909.345215,-2722.399,25.71516609,26.749
13497,2.928,-0.021,1.028,-1905.684448,-2736.639,26.06938553,26.777
13498,2.878,-0.021,1.018,-1899.849243,-2760.639,26.59155655,26.777
13499,2.848,-0.021,1.028,-1894.556519,-2773.679,26.91035461,26.777
13500,2.808,-0.022,1.028,-1872.663086,-2770.959,26.61325455,26.777
13501,2.768,-0.023,1.018,-1842.157471,-2752.879,26.00242805,26.805
13502,2.728,-0.022,1.018,-1816.406006,-2730.719,25.98914146,26.805
13503,2.688,-0.023,1.028,-1789.249146,-2720.239,25.54091454,26.805
13504,2.648,-0.023,1.028,-1774.257813,-2725.28,25.65330124,26.805
13505,2.608,-0.023,1.028,-1767.921021,-2747.519,26.04936409,26.805
13506,2.578,-0.023,1.018,-1764.769775,-2767.519,26.37605476,26.805
13507,2.528,-0.023,1.018,-1744.23938,-2773.759,26.46962166,26.805
13508,2.488,-0.022,1.028,-1720.851685,-2759.359,26.55672836,26.805
13509,2.448,-0.022,1.028,-1690.70752,-2738.08,26.15612793,26.805
13510,2.398,-0.022,1.028,-1658.898438,-2723.6,25.84998322,26.777
13511,2.358,-0.021,1.028,-1642.950195,-2725.439,26.14271736,26.777
13512,2.318,-0.021,1.018,-1631.177856,-2742.959,26.34783936,26.777
13513,2.278,-0.021,1.018,-1620.279907,-2764.479,26.62035751,26.777
13514,2.238,-0.021,1.018,-1604.48877,-2776.719,26.7184124,26.777
13515,2.198,-0.021,1.028,-1580.41272,-2772.239,26.53537941,26.777
13516,2.158,-0.021,1.028,-1549.327026,-2751.439,26.05601883,26.777
13517,2.118,-0.021,1.038,-1517.634033,-2730.08,25.5744133,26.777
13518,2.078,-0.021,1.028,-1490.962036,-2718.879,25.22206306,26.777
13519,2.038,-0.021,1.018,-1473.847534,-2730.879,25.22776794,26.777
13520,2.008,-0.022,1.028,-1461.401123,-2750.239,25.07956696,26.805
13521,1.958,-0.022,1.018,-1437.980835,-2763.519,25.01783562,26.805
13522,1.918,-0.022,1.028,-1415.015015,-2766.239,24.84649658,26.833
13523,1.878,-0.022,1.018,-1386.800415,-2754.08,24.41795921,26.833
13524,1.838,-0.022,1.028,-1353.753784,-2731.119,23.84010124,26.833
13525,1.798,-0.022,1.028,-1323.820435,-2715.519,23.35552406,26.833
13526,1.748,-0.022,1.028,-1294.556274,-2718.959,23.06335068,26.833
13527,1.708,-0.022,1.018,-1275.596313,-2734.559,22.98425102,26.833
13528,1.678,-0.022,1.018,-1264.741943,-2758.08,23.07850647,26.805
13529,1.628,-0.022,1.028,-1233.817749,-2762.239,22.73248672,26.805
13530,1.588,-0.021,1.018,-1207.661621,-2752.559,22.55475807,26.805
13531,1.548,-0.021,1.028,-1174.720703,-2731.6,21.92660141,26.805
13532,1.508,-0.018,1.028,-1148.198853,-2710.639,22.0798912,26.777
13533,1.458,-0.018,1.028,-1113.820557,-2705.759,21.53089905,26.777
13534,1.418,-0.018,1.018,-1091.770874,-2720.319,21.30809784,26.777
13535,1.378,-0.018,1.018,-1069.903442,-2738.639,21.11162758,26.777
13536,1.328,-0.018,1.018,-1040.810669,-2757.919,20.78792,26.777
13537,1.298,-0.018,1.028,-1018.904541,-2754.959,20.40652657,26.777
13538,1.248,-0.018,1.018,-979.3729248,-2734.559,19.58429337,26.777
